EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE,provinces_level,event_id,event_duration,avg_year_of_event,closest_year,population,total_event_population,prop_pop_weight,proportional_FATALITIES,proportional_INJURED/INFECTED,proportional_EVACUATED,proportional_ESTIMATED TOTAL COST,proportional_NORMALIZED TOTAL COST,proportional_FEDERAL DFAA PAYMENTS,proportional_PROVINCIAL DFAA PAYMENTS,proportional_PROVINCIAL DEPARTMENT PAYMENTS,proportional_MUNICIPAL COSTS,proportional_OGD COSTS,proportional_INSURANCE PAYMENTS,proportional_NGO PAYMENTS,proportional_UTILITY/PEOPLE AFFECTED,norm_proportional_FATALITIES,norm_proportional_INJURED/INFECTED,norm_proportional_EVACUATED,norm_proportional_UTILITY/PEOPLE AFFECTED,human_cost_comp_score,norm_proportional_ESTIMATED TOTAL COST,norm_proportional_NORMALIZED TOTAL COST,norm_proportional_FEDERAL DFAA PAYMENTS,norm_proportional_PROVINCIAL DFAA PAYMENTS,norm_proportional_PROVINCIAL DEPARTMENT PAYMENTS,norm_proportional_MUNICIPAL COSTS,norm_proportional_OGD COSTS,norm_proportional_INSURANCE PAYMENTS,norm_proportional_NGO PAYMENTS,econ_cost_comp_score
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick,NB,2014-07-05 00:00:00,0.0,0.0,0.0,12500000.0,0.0,,0.0,12500000.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,single,0,0,2014,2011,751171,751171.0,1.0,0.0,0.0,0.0,12500000.0,0.0,0.0,12500000.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004671587870857015,0.0,0.0,0.4323198592182219,0.0,0.0,0.0,0.0,0.0556676624638813,0.4926591095529602
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Manitoba,MB,2014-06-25 00:00:00,0.0,0.0,560.0,1000000000.0,0.0,,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,single,1,7,2014,2011,1208268,1208268.0,1.0,0.0,0.0,560.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.005233644859813084,0.0,0.005233644859813084,0.3737270296685612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.373727029668561
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,2014-06-15 00:00:00,0.0,0.0,500.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,2,7,2014,2011,3645257,3645257.0,1.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,British Columbia,BC,2014-06-01 00:00:00,0.0,0.0,4500.0,300000000.0,0.0,2014-09-30 00:00:00,0.0,0.0,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,single,3,121,2014,2011,4400057,4400057.0,1.0,0.0,0.0,4500.0,300000000.0,0.0,0.0,0.0,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04205607476635514,0.0,0.04205607476635514,0.11211810890056836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1121181089005683
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northwest Territories,NT,2014-06-01 00:00:00,0.0,0.0,100.0,55000000.0,0.0,2014-09-18 00:00:00,0.0,0.0,55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,single,4,109,2014,2011,41462,41462.0,1.0,0.0,0.0,100.0,55000000.0,0.0,0.0,0.0,55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009345794392523365,0.0,0.0009345794392523365,0.020554986631770866,0.0,0.0,0.0,0.18333333333333332,0.0,0.0,0.0,0.0,0.20388831996510418
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick,NB,2014-04-14 00:00:00,0.0,0.0,1495.0,16000000.0,0.0,,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,5,7,2014,2011,751171,751171.0,1.0,0.0,0.0,1495.0,16000000.0,0.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01397196261682243,0.0,0.01397196261682243,0.005979632474696979,0.0,0.0,0.5533694197993241,0.0,0.0,0.0,0.0,0.0,0.5593490522740211
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,2014-04-14 00:00:00,0.0,0.0,1000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,6,7,2014,2011,7903001,7903001.0,1.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,New Brunswick,NB,2013-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,7,3,2013,2011,751171,751171.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Québec,QC,2013-12-21 00:00:00,6.0,0.0,0.0,0.0,0.0,2013-12-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.0,0.0,single,8,5,2013,2011,7903001,7903001.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.0,0.0003703755101985164,0.0,0.0,0.0013331564005784706,0.0017035319107769871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,ON,2013-12-21 00:00:00,2.0,25.0,0.0,164200000.0,0.0,,0.0,4200000.0,160000000.0,0.0,0.0,0.0,2490000.0,0.0,0.0,single,9,3,2013,2011,12851821,12851821.0,1.0,2.0,25.0,0.0,164200000.0,0.0,0.0,4200000.0,160000000.0,0.0,0.0,0.0,2490000.0,0.0,0.00012345850339950547,3.858078231234545e-05,0.0,0.0,0.00016203928571185093,0.06136597827157775,0.0,0.0,0.14525947269732256,0.5333333333333333,0.0,0.0,0.0,0.33002971317872487,1.0699884974809586
Disaster,Natural,Meteorological - Hydrological,Flood,"Toronto, Ontario",ON,2013-07-08 00:00:00,0.0,0.0,0.0,940000000.0,0.0,2013-07-08 00:00:00,0.0,0.0,0.0,0.0,0.0,940000000.0,0.0,300000.0,0.0,single,10,0,2013,2011,12851821,12851821.0,1.0,0.0,0.0,0.0,940000000.0,0.0,0.0,0.0,0.0,0.0,0.0,940000000.0,0.0,300000.0,0.0,0.0,0.0,0.002614032157997001,0.002614032157997001,0.35130340788844755,0.0,0.0,0.0,0.0,0.0,0.0,0.5529411764705883,0.0,0.9042445843590359
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,2013-06-19 00:00:00,4.0,0.0,100000.0,2200000000.0,0.0,2013-06-28 00:00:00,500000000.0,0.0,0.0,0.0,0.0,1700000000.0,0.0,0.0,0.0,single,11,9,2013,2011,3645257,3645257.0,1.0,4.0,0.0,100000.0,2200000000.0,0.0,500000000.0,0.0,0.0,0.0,0.0,1700000000.0,0.0,0.0,0.00024691700679901093,0.0,0.9345794392523364,0.0,0.9348263562591355,0.8221994652708347,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8221994652708347
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southeast British Columbia,BC,2013-06-19 00:00:00,0.0,0.0,200.0,0.0,0.0,2013-06-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,12,2,2013,2011,4400057,4400057.0,1.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001869158878504673,0.0,0.001869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Kasabonika Lake First Nation, Ontario",ON,2013-05-27 00:00:00,0.0,0.0,150.0,0.0,0.0,2013-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,13,4,2013,2011,12851821,12851821.0,1.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014018691588785046,0.0,0.0014018691588785046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Cumberland House, SK",SK,2013-04-29 00:00:00,0.0,0.0,3000.0,20000000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,14,7,2013,2011,1053960,1053960.0,1.0,0.0,0.0,3000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028037383177570093,0.0,0.028037383177570093,0.007474540593371224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007474540593371224
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Vita, Manitoba",MB,2012-10-02 00:00:00,0.0,0.0,200.0,0.0,0.0,2012-10-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,15,1,2012,2011,1208268,1208268.0,1.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001869158878504673,0.0,0.001869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Lethbridge and Coalhurst, Alberta",AB,2012-09-01 00:00:00,0.0,0.0,2500.0,0.0,0.0,2012-09-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,16,10,2012,2011,3645257,3645257.0,1.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02336448598130841,0.0,0.02336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Peachland, British Columbia",BC,2012-09-09 00:00:00,0.0,0.0,1550.0,0.0,0.0,2012-09-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,17,3,2012,2011,4400057,4400057.0,1.0,0.0,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014485981308411215,0.0,0.014485981308411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Biological,Epidemic,Quebec City,QC,2012-07-31 00:00:00,13.0,180.0,0.0,0.0,0.0,2012-10-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,18,71,2012,2011,7903001,7903001.0,1.0,13.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008024802720967855,0.0002777816326488873,0.0,0.0,0.0010802619047456728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Sandy Lake First Nation, Ontario",ON,2012-07-31 00:00:00,0.0,0.0,637.0,0.0,0.0,2012-08-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,19,6,2012,2011,12851821,12851821.0,1.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005953271028037384,0.0,0.005953271028037384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Island Lake and Garden Hill, Manitoba",MB,2012-07-23 00:00:00,0.0,0.0,1428.0,0.0,0.0,2012-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,20,9,2012,2011,1208268,1208268.0,1.0,0.0,0.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013345794392523364,0.0,0.013345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Mackenzie County, Alberta",AB,2012-07-11 00:00:00,0.0,0.0,300.0,0.0,0.0,2012-07-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,21,9,2012,2011,3645257,3645257.0,1.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002803738317757009,0.0,0.002803738317757009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Northwest River and Sheshatshiu, Newfoundland and Labrador",NL,2012-06-24 00:00:00,0.0,0.0,1100.0,0.0,0.0,2012-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,22,1,2012,2011,514536,514536.0,1.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010280373831775701,0.0,0.010280373831775701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Sheshatshiu, Newfoundland Labrador",NL,2012-06-23 00:00:00,0.0,0.0,1100.0,0.0,0.0,2012-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,23,2,2012,2011,514536,514536.0,1.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010280373831775701,0.0,0.010280373831775701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Sicamous, BC",BC,2012-06-23 00:00:00,0.0,0.0,350.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,24,7,2012,2011,4400057,4400057.0,1.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032710280373831778,0.0,0.0032710280373831778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Thunder Bay,ON,2012-05-28 00:00:00,0.0,0.0,0.0,0.0,0.0,2012-05-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,26,0,2012,2011,12851821,12851821.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Timmins, Ontario",ON,2012-05-24 00:00:00,0.0,0.0,1000.0,0.0,0.0,2012-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,27,14,2012,2011,12851821,12851821.0,1.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Kirkland Lake,ON,2012-05-20 00:00:00,0.0,0.0,300.0,0.0,0.0,2012-05-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,28,9,2012,2011,12851821,12851821.0,1.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002803738317757009,0.0,0.002803738317757009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Kashechewan and Fort Albany, Ontario",ON,2012-03-24 00:00:00,0.0,0.0,269.0,6700000.0,0.0,2012-04-01 00:00:00,0.0,0.0,0.0,0.0,6700000.0,0.0,0.0,0.0,0.0,single,29,8,2012,2011,12851821,12851821.0,1.0,0.0,0.0,269.0,6700000.0,0.0,0.0,0.0,0.0,0.0,6700000.0,0.0,0.0,0.0,0.0,0.0,0.002514018691588785,0.0,0.002514018691588785,0.00250397109877936,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.00920397109877936
Disaster,Natural,Meteorological - Hydrological,Flood,"Fort Albany and Kashechewan First Nations, Ontario",ON,2012-03-24 00:00:00,0.0,0.0,250.0,0.0,0.0,2012-03-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,30,1,2012,2011,12851821,12851821.0,1.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002336448598130841,0.0,0.002336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Perth-Andover, NB",NB,2012-03-19 00:00:00,0.0,0.0,500.0,0.0,0.0,2012-03-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,31,6,2012,2011,751171,751171.0,1.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Tornado,Goderich ON,ON,2011-08-21 00:00:00,0.0,0.0,0.0,0.0,0.0,2011-08-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,single,33,1,2011,2011,12851821,12851821.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,6.970752421325336e-05,6.970752421325336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Eckville, Lacombe, Paddle River, Fort Vermilion, and Peace River AB",AB,2011-07-12 00:00:00,0.0,0.0,156.0,0.0,0.0,2011-07-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,single,34,2,2011,2011,3645257,3645257.0,1.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0014579439252336449,6.0994083686596695e-06,0.0014640433336023046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Ontario,ON,2011-07-06 00:00:00,0.0,0.0,3292.0,0.0,0.0,2011-07-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,0.0,single,35,19,2011,2011,12851821,12851821.0,1.0,0.0,0.0,3292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,0.0,0.0,0.030766355140186916,1.652068323854105e-05,0.030782875823425458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Mishkeegogamang Ojibway First Nation (New Osnaburgh), Northern ON",ON,2011-06-21 00:00:00,0.0,0.0,423.0,0.0,0.0,2011-06-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,36,6,2011,2011,12851821,12851821.0,1.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003953271028037384,0.0,0.003953271028037384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Weyburn and Estavan SK,SK,2011-06-17 00:00:00,0.0,0.0,383.0,0.0,0.0,2011-06-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,37,11,2011,2011,1053960,1053960.0,1.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035794392523364484,0.0,0.0035794392523364484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Hall Lake SK,SK,2011-06-12 00:00:00,0.0,0.0,440.0,0.0,0.0,2011-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,38,2,2011,2011,1053960,1053960.0,1.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411214953271028,0.0,0.00411214953271028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Dauphin Lake, Souris River, Assiniboine River, Pipestone Creek, Oak Lake, Plum Lakes, Plum Creek, and the Qu'Appelle River MB",MB,2011-06-02 00:00:00,0.0,0.0,3024.0,0.0,0.0,2011-07-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,39,37,2011,2011,1208268,1208268.0,1.0,0.0,0.0,3024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028261682242990655,0.0,0.028261682242990655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Wollaston Lake SK,SK,2011-06-02 00:00:00,0.0,0.0,1137.0,0.0,0.0,2011-06-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,40,7,2011,2011,1053960,1053960.0,1.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010626168224299066,0.0,0.010626168224299066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Calgary AB,AB,2011-05-29 00:00:00,0.0,0.0,141.0,0.0,0.0,2011-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,41,2,2011,2011,3645257,3645257.0,1.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013177570093457945,0.0,0.0013177570093457945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Brandon MB,MB,2011-05-10 00:00:00,0.0,0.0,3623.0,0.0,0.0,2011-05-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,42,18,2011,2011,1208268,1208268.0,1.0,0.0,0.0,3623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03385981308411215,0.0,0.03385981308411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Towns of Slave Lake, High Prairie, Little Buffalo, Lesser Slave Lake, Municipal Districts of Lesser Slave River, Red Earth Creek, and Loon Lake Whitefish Atikameg, and Woodland Cree First Nations AB",AB,2011-05-01 00:00:00,0.0,0.0,12055.0,700000000.0,556964136.8,2011-05-22 00:00:00,0.0,0.0,0.0,0.0,0.0,700000000.0,0.0,0.0,0.0,single,43,21,2011,2011,3645257,3645257.0,1.0,0.0,0.0,12055.0,700000000.0,556964136.8,0.0,0.0,0.0,0.0,0.0,700000000.0,0.0,0.0,0.0,0.0,0.11266355140186916,0.0,0.11266355140186916,0.26160892076799286,0.1992067929032281,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.8725804195535739
Disaster,Natural,Meteorological - Hydrological,Flood,Saint-Jean-sur-Richelieu (Richelieu River) QC,QC,2011-04-22 00:00:00,0.0,0.0,1619.0,0.0,0.0,2011-06-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,44,54,2011,2011,7903001,7903001.0,1.0,0.0,0.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015130841121495327,0.0,0.015130841121495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Assiniboine, Roseau and Red Rivers MB",MB,2011-04-19 00:00:00,0.0,0.0,2543.0,350000000.0,278482068.4,2011-06-17 00:00:00,350000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,45,59,2011,2011,1208268,1208268.0,1.0,0.0,0.0,2543.0,350000000.0,278482068.4,350000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023766355140186917,0.0,0.023766355140186917,0.13080446038399643,0.09960339645161405,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9304078568356104
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Lambton County ON,ON,2010-12-13 00:00:00,1.0,1.0,237.0,0.0,0.0,2010-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,46,0,2010,2011,12851821,12851821.0,1.0,1.0,1.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.172925169975273e-05,1.5432312924938182e-06,0.0022149532710280372,0.0,0.0022782257540202838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Gaspé and Bonaventure QC,QC,2010-12-05 00:00:00,0.0,0.0,125.0,0.0,0.0,2010-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,48,10,2010,2011,7903001,7903001.0,1.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011682242990654205,0.0,0.0011682242990654205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
